sender,message,conversation_history,receiver
4,"Met dat laatste ben ik het sowieso eens, maar ik maak me toch zorgen over de 40% van de studenten die zegt dat ze nu al financiële stress hebben. Ik vraag me af of de studenten die thuis mee zitten te kijken, tevreden zijn met dit antwoord. Ik ben er toch bang voor dat we de financiële stress voor studenten in de komende jaren alleen maar erger maken. Dat is de reden waarom ik inderdaad het hoofdlijnenakkoord even benoem; ik maak me daar echt zorgen over.","Sender: mevrouw Martens-America, message: Dank voor deze vraag. Nogmaals, ik denk dat we heel voorzichtig moeten zijn om het een met het ander te vergelijken. Wat ik hier probeer aan te geven, is een vrijheid, een vrijheid van het individu binnen ons onderwijs. Als we dat soort prikkels weghalen in het weerbaar maken van deze jonge studenten, dan ben ik bang dat dat er uiteindelijk niet aan bijdraagt dat iedereen de ruimte heeft om te excelleren. Ik snap dat mevrouw Tseggai het hoofdlijnenakkoord wil gebruiken om eenieder in de coalitie die hier gaat staan, deze vraag te stellen. Ik ga erop antwoorden. Dat ga ik heel duidelijk doen. Ik ben niet van mening, mijn partij is niet van mening, dat deze €3.000 een boete is. We hebben het hier over het feit dat je een jaar na het uitlopen zelf een iets hogere bijdrage levert in verhouding tot wat de overheid bijdraagt aan het afronden van je opleiding. Waar mevrouw Tseggai en ik elkaar waarschijnlijk wel in kunnen vinden, is dat het er aan de voorkant nooit voor mag zorgen dat mensen uitvallen. We moeten er dus voor zorgen dat het geen drempel wordt voor het afmaken van een opleiding. Sender: de voorzitter, message: Tot slot op dit punt. ",5
5,"Dank voor deze vraag. Ik deel die zorgen ook. Ik denk dat geldzorgen van alle tijden zijn. Volgens mij zijn wij zelf, gezien onze gedeelde leeftijd, ook niet de alleroudsten hier en is het niet heel lang geleden voor ons. Dit speelt voor iedereen een rol. Deze coalitie begint opnieuw met de basisbeurs. Volgens mij is dat al een ontzettend mooie stap die we zetten op dit moment. Laten we dus niet doen alsof er niets gebeurt.","Sender: de voorzitter, message: Tot slot op dit punt. Sender: mevrouw Tseggai, message: Met dat laatste ben ik het sowieso eens, maar ik maak me toch zorgen over de 40% van de studenten die zegt dat ze nu al financiële stress hebben. Ik vraag me af of de studenten die thuis mee zitten te kijken, tevreden zijn met dit antwoord. Ik ben er toch bang voor dat we de financiële stress voor studenten in de komende jaren alleen maar erger maken. Dat is de reden waarom ik inderdaad het hoofdlijnenakkoord even benoem; ik maak me daar echt zorgen over. ",4
1,"Dank u wel. Dan geef ik het woord Ceder. Daarbij wil ik wel opmerken — dat zeg ik overigens niet specifiek richting de heer Ceder — dat dit een tweeminutendebat is. U heeft nog heel recent het commissiedebat gehad. Ik zou u willen vragen om het te beperken tot verduidelijkingen op een motie of toelichtingen daarop, en om niet het debat van eerder opnieuw te doen. De heer Ceder, ChristenUnie.","Sender: mevrouw Tseggai, message: Met dat laatste ben ik het sowieso eens, maar ik maak me toch zorgen over de 40% van de studenten die zegt dat ze nu al financiële stress hebben. Ik vraag me af of de studenten die thuis mee zitten te kijken, tevreden zijn met dit antwoord. Ik ben er toch bang voor dat we de financiële stress voor studenten in de komende jaren alleen maar erger maken. Dat is de reden waarom ik inderdaad het hoofdlijnenakkoord even benoem; ik maak me daar echt zorgen over. Sender: Mevrouw Martens-America, message:  Dank voor deze vraag. Ik deel die zorgen ook. Ik denk dat geldzorgen van alle tijden zijn. Volgens mij zijn wij zelf, gezien onze gedeelde leeftijd, ook niet de alleroudsten hier en is het niet heel lang geleden voor ons. Dit speelt voor iedereen een rol. Deze coalitie begint opnieuw met de basisbeurs. Volgens mij is dat al een ontzettend mooie stap die we zetten op dit moment. Laten we dus niet doen alsof er niets gebeurt. ","5, 6"
6,"Ja, voorzitter, maar het is wel een belangrijk punt. De VVD stelt: zie het niet als een boete, zie het alsof de subsidie of het geld van de overheid vermindert na een jaar. Deze retoriek hebben we ook gehoord als argumentatie om de basisbeurs af te schaffen destijds. Daar was de VVD ook voor. Dat heeft rampzalig uitgepakt. Sterker nog, we zijn nu nog steeds bezig om te compenseren wat de jeugd toen aan schade heeft opgelopen. Die discussie is nog steeds niet afgelopen. Mijn vraag is de volgende, en die heb ik volgens mij tijdens het debat ook aan NSC gesteld. Gelooft de VVD dat het invoeren van deze langstudeerboete — zo noem ik het toch — geen verslechterend effect gaat hebben op het mentale welzijn van jongeren, waar we vandaag over debatteren? Als het ingevoerd wordt, zullen we over een paar jaar kijken waar het staat. Ik ben benieuwd wat de VVD-fractie qua overtuiging heeft over of dit, in welk opzicht dan ook, een verslechtering zal betekenen voor mentaal welzijn. Of misschien een verbetering, hè — schop eronder en ... Ik ben benieuwd hoe de VVD daarnaar kijkt.","Sender: Mevrouw Martens-America, message:  Dank voor deze vraag. Ik deel die zorgen ook. Ik denk dat geldzorgen van alle tijden zijn. Volgens mij zijn wij zelf, gezien onze gedeelde leeftijd, ook niet de alleroudsten hier en is het niet heel lang geleden voor ons. Dit speelt voor iedereen een rol. Deze coalitie begint opnieuw met de basisbeurs. Volgens mij is dat al een ontzettend mooie stap die we zetten op dit moment. Laten we dus niet doen alsof er niets gebeurt. Sender: de voorzitter, message: Dank u wel. Dan geef ik het woord Ceder. Daarbij wil ik wel opmerken — dat zeg ik overigens niet specifiek richting de heer Ceder — dat dit een tweeminutendebat is. U heeft nog heel recent het commissiedebat gehad. Ik zou u willen vragen om het te beperken tot verduidelijkingen op een motie of toelichtingen daarop, en om niet het debat van eerder opnieuw te doen. De heer Ceder, ChristenUnie. ",5
5,"Ik denk dat het heel makkelijk is om hier heel duidelijk te zeggen dat we allemaal weten wat er op de lange termijn gaat gebeuren. Dat weten we niet. Dat ga ik ook niet doen, want ik denk dat we een eerlijk debat moeten voeren met elkaar. Maar op het moment dat we ervoor zorgen dat het geen drempel is om een opleiding af te ronden, maar dat het op een bepaalde behapbare manier wordt verrekend ... Laten we nu ook niet doen alsof iedereen die een kleine vertraging oploopt, deze verhoging krijgt, want dat is niet aan de orde. Iedereen mag een jaar uitlopen. Wat daar dan daadwerkelijk de uitkomsten van zijn, zullen we heel nauw moeten volgen. U vindt mij aan uw zijde door de volgende minister te bevragen naar de cijfers. Laten we dat samen blijven doen.","Sender: de voorzitter, message: Dank u wel. Dan geef ik het woord Ceder. Daarbij wil ik wel opmerken — dat zeg ik overigens niet specifiek richting de heer Ceder — dat dit een tweeminutendebat is. U heeft nog heel recent het commissiedebat gehad. Ik zou u willen vragen om het te beperken tot verduidelijkingen op een motie of toelichtingen daarop, en om niet het debat van eerder opnieuw te doen. De heer Ceder, ChristenUnie. Sender: de heer Ceder, message: Ja, voorzitter, maar het is wel een belangrijk punt. De VVD stelt: zie het niet als een boete, zie het alsof de subsidie of het geld van de overheid vermindert na een jaar. Deze retoriek hebben we ook gehoord als argumentatie om de basisbeurs af te schaffen destijds. Daar was de VVD ook voor. Dat heeft rampzalig uitgepakt. Sterker nog, we zijn nu nog steeds bezig om te compenseren wat de jeugd toen aan schade heeft opgelopen. Die discussie is nog steeds niet afgelopen. Mijn vraag is de volgende, en die heb ik volgens mij tijdens het debat ook aan NSC gesteld. Gelooft de VVD dat het invoeren van deze langstudeerboete — zo noem ik het toch — geen verslechterend effect gaat hebben op het mentale welzijn van jongeren, waar we vandaag over debatteren? Als het ingevoerd wordt, zullen we over een paar jaar kijken waar het staat. Ik ben benieuwd wat de VVD-fractie qua overtuiging heeft over of dit, in welk opzicht dan ook, een verslechtering zal betekenen voor mentaal welzijn. Of misschien een verbetering, hè — schop eronder en ... Ik ben benieuwd hoe de VVD daarnaar kijkt. ",6
1,Dan de heer Krul nog. Kort. Geen lange inleiding.,"Sender: de heer Ceder, message: Ja, voorzitter, maar het is wel een belangrijk punt. De VVD stelt: zie het niet als een boete, zie het alsof de subsidie of het geld van de overheid vermindert na een jaar. Deze retoriek hebben we ook gehoord als argumentatie om de basisbeurs af te schaffen destijds. Daar was de VVD ook voor. Dat heeft rampzalig uitgepakt. Sterker nog, we zijn nu nog steeds bezig om te compenseren wat de jeugd toen aan schade heeft opgelopen. Die discussie is nog steeds niet afgelopen. Mijn vraag is de volgende, en die heb ik volgens mij tijdens het debat ook aan NSC gesteld. Gelooft de VVD dat het invoeren van deze langstudeerboete — zo noem ik het toch — geen verslechterend effect gaat hebben op het mentale welzijn van jongeren, waar we vandaag over debatteren? Als het ingevoerd wordt, zullen we over een paar jaar kijken waar het staat. Ik ben benieuwd wat de VVD-fractie qua overtuiging heeft over of dit, in welk opzicht dan ook, een verslechtering zal betekenen voor mentaal welzijn. Of misschien een verbetering, hè — schop eronder en ... Ik ben benieuwd hoe de VVD daarnaar kijkt. Sender: mevrouw Martens-America, message: Ik denk dat het heel makkelijk is om hier heel duidelijk te zeggen dat we allemaal weten wat er op de lange termijn gaat gebeuren. Dat weten we niet. Dat ga ik ook niet doen, want ik denk dat we een eerlijk debat moeten voeren met elkaar. Maar op het moment dat we ervoor zorgen dat het geen drempel is om een opleiding af te ronden, maar dat het op een bepaalde behapbare manier wordt verrekend ... Laten we nu ook niet doen alsof iedereen die een kleine vertraging oploopt, deze verhoging krijgt, want dat is niet aan de orde. Iedereen mag een jaar uitlopen. Wat daar dan daadwerkelijk de uitkomsten van zijn, zullen we heel nauw moeten volgen. U vindt mij aan uw zijde door de volgende minister te bevragen naar de cijfers. Laten we dat samen blijven doen.",3
3,"Geen lange inleiding, nee.","Sender: mevrouw Martens-America, message: Ik denk dat het heel makkelijk is om hier heel duidelijk te zeggen dat we allemaal weten wat er op de lange termijn gaat gebeuren. Dat weten we niet. Dat ga ik ook niet doen, want ik denk dat we een eerlijk debat moeten voeren met elkaar. Maar op het moment dat we ervoor zorgen dat het geen drempel is om een opleiding af te ronden, maar dat het op een bepaalde behapbare manier wordt verrekend ... Laten we nu ook niet doen alsof iedereen die een kleine vertraging oploopt, deze verhoging krijgt, want dat is niet aan de orde. Iedereen mag een jaar uitlopen. Wat daar dan daadwerkelijk de uitkomsten van zijn, zullen we heel nauw moeten volgen. U vindt mij aan uw zijde door de volgende minister te bevragen naar de cijfers. Laten we dat samen blijven doen. Sender de voorzitter, message: Dan de heer Krul nog. Kort. Geen lange inleiding. ",1
1,We hebben nog tien minuten voor het hele commissiedebat.,"Sender de voorzitter, message: Dan de heer Krul nog. Kort. Geen lange inleiding. Sender: de heer Krul, message: Geen lange inleiding, nee. ",3
3,"Nee, we moeten het vooral niet over de lange termijn hebben. Maar goed, dan een vraag over de motie. Ik begrijp dat mevrouw Martens-America zegt: het nastreven van excellentie, het nastreven van cum laude afstuderen is gewoon een vrijheid en dat moet je mensen niet ontnemen. Daar ben ik het mee eens. Maar de link die zij legt met weerbaarheid — daar gaat mijn vraag over — begrijp ik niet zo goed. Waar zit die? Dan heb ik misschien nog een korte vervolgvraag.","Sender: de heer Krul, message: Geen lange inleiding, nee. Sender: De voorzitter, message: We hebben nog tien minuten voor het hele commissiedebat. ",5
5,"Dank voor deze verhelderende vraag. Die is heel duidelijk. We hebben de afgelopen tijd een aantal debatten gehad en we hebben heel veel stukken gelezen. Daarin werden verschillende zaken genoemd, zoals het afschaffen van een scriptie, want dat zou een te hoge piekbelasting zijn. Er zijn een aantal universiteiten die op dit moment niet meer werken met het predicaat cum laude. Mijn fractie maakt zich daar zorgen over, want dat betekent dat je mensen die dit willen de private sector in stuurt om bijlessen te volgen, stages te lopen et cetera, et cetera. Daarom zeggen wij: doe dat nou niet; maak dat toegankelijk voor eenieder. Dat betekent niet dat ik niet van mening ben dat er een cultuuromslag moet plaatsvinden om mensen af te wijzen die die ambitie niet hebben, want dat is natuurlijk ook aan de orde.","Sender: De voorzitter, message: We hebben nog tien minuten voor het hele commissiedebat. Sender: de heer Krul, message: Nee, we moeten het vooral niet over de lange termijn hebben. Maar goed, dan een vraag over de motie. Ik begrijp dat mevrouw Martens-America zegt: het nastreven van excellentie, het nastreven van cum laude afstuderen is gewoon een vrijheid en dat moet je mensen niet ontnemen. Daar ben ik het mee eens. Maar de link die zij legt met weerbaarheid — daar gaat mijn vraag over — begrijp ik niet zo goed. Waar zit die? Dan heb ik misschien nog een korte vervolgvraag. ",3
